"OR","X2.5..","X97.5..","p_value","names","significance"
0.961829545430632,0.904344441724393,1.02190505447285,0.216125902412437,"pm25_val","p-value > 0.05"
0.964969708681672,0.927329364912881,1.00378247381316,0.0747913633680527,"pm10_val","p-value > 0.05"
1.01614840689396,1.00490457042586,1.02740836026694,0.00368725389061315,"nox_val","p-value < 0.05"
1.03005430473321,1.0114491293252,1.04858711607651,0.0022819120796082,"no2_val","p-value < 0.05"
0.963775713688185,0.939681392266808,0.98848723915332,0.00320264052323532,"o3_val","p-value < 0.05"
