"OR","X2.5..","X97.5..","p_value","names","significance"
0.999233058440516,0.964142012276866,1.03408368774009,0.963994782710769,"pm25_5yAvg","p-value > 0.05"
0.996281586047256,0.971393883710796,1.0208463989231,0.755683592711811,"pm10_5yAvg","p-value > 0.05"
1.0145839886696,1.0076231233463,1.02154097489655,7.80866124378606e-05,"nox_5yAvg","p-value < 0.05"
1.02402872986713,1.01250723239344,1.03549334224353,0.000116732330554672,"no2_5yAvg","p-value < 0.05"
0.83313537556279,0.774958524448662,0.895578873965818,4.73761978391811e-07,"o3_5yAvg","p-value < 0.05"
